Drug,Target
831,259
831,351
831,366
831,439
831,511
831,577
831,665
831,762
831,769
831,772
831,783
831,936
831,1001
831,1056
831,1070
831,1288
832,54
832,57
832,468
832,1059
832,1459
832,1502
832,1528
832,1543
832,1547
833,67
833,1549
834,6
834,201
834,243
834,253
834,265
834,436
834,440
834,458
834,607
834,671
834,808
834,823
834,827
834,840
834,871
834,874
834,903
834,904
834,958
834,965
834,992
834,1042
834,1066
834,1214
834,1254
834,1312
834,1436
834,1438
834,1523
834,1530
835,11
835,612
835,657
835,814
835,989
835,992
835,1030
835,1201
835,1357
835,1483
836,36
836,38
836,212
836,313
836,319
836,386
836,495
836,519
836,561
836,612
836,839
836,1001
837,155
837,503
837,505
837,534
837,585
837,948
837,1059
837,1452
838,91
838,218
838,305
838,366
838,413
838,439
838,464
838,522
838,560
838,570
838,577
838,808
838,819
838,920
838,1008
838,1066
838,1149
838,1288
838,1394
838,1402
838,1530
838,1549
839,0
839,36
839,38
839,154
839,155
839,178
839,184
839,185
839,269
839,406
839,442
839,445
839,449
839,505
839,506
839,519
839,534
839,585
839,617
839,618
839,665
839,709
839,761
839,789
839,839
839,936
839,948
839,1001
839,1025
839,1048
839,1098
839,1209
839,1213
839,1288
839,1553
840,956
840,1118
840,1510
840,1511
841,97
841,102
841,130
841,143
841,261
841,334
841,474
841,496
841,504
841,663
841,717
841,751
841,777
841,804
841,807
841,981
841,1020
841,1056
841,1149
841,1394
841,1440
842,66
842,178
842,210
842,259
842,366
842,451
842,665
842,819
842,883
842,884
842,1056
842,1234
842,1262
842,1421
842,1476
842,1555
843,5
843,91
843,143
843,258
843,330
843,332
843,340
843,412
843,413
843,492
843,664
843,665
843,689
843,717
843,762
843,769
843,807
843,819
843,829
843,920
843,1008
843,1020
843,1051
843,1056
843,1059
843,1070
843,1091
843,1149
843,1288
843,1402
843,1407
843,1427
843,1459
843,1461
843,1530
844,761
844,1209
845,53
845,66
845,130
845,178
845,199
845,200
845,658
845,663
845,725
845,804
845,878
845,886
845,891
845,1154
845,1406
846,155
846,178
846,269
846,534
846,585
846,761
846,839
846,936
846,948
846,1048
846,1059
846,1209
846,1452
846,1553
847,498
847,535
847,1051
847,1070
847,1266
848,91
848,664
848,807
849,154
849,155
849,162
849,184
849,243
849,269
849,445
849,503
849,506
849,519
849,534
849,585
849,617
849,618
849,709
849,789
849,839
849,936
849,948
849,1001
849,1070
849,1098
849,1151
849,1213
849,1343
849,1407
849,1459
849,1517
849,1553
850,397
850,801
850,1034
850,1056
851,1020
852,246
852,259
852,538
852,683
852,717
852,1461
853,61
853,336
853,337
853,369
853,422
853,461
853,577
853,1066
853,1168
853,1282
853,1435
854,1489
855,131
855,145
855,210
855,212
855,263
855,309
855,351
855,439
855,577
855,665
855,753
855,762
855,830
855,843
855,876
855,971
855,988
855,1008
855,1038
855,1056
855,1159
855,1192
855,1288
855,1394
855,1413
855,1460
855,1469
856,285
856,333
856,522
856,934
856,1219
856,1303
856,1346
857,1283
857,1399
857,1530
857,1549
858,421
858,1452
859,21
859,42
859,46
859,62
859,93
859,94
859,142
859,175
859,177
859,184
859,185
859,187
859,194
859,213
859,295
859,301
859,313
859,319
859,327
859,337
859,342
859,348
859,376
859,379
859,392
859,396
859,405
859,407
859,415
859,418
859,431
859,439
859,445
859,478
859,484
859,490
859,491
859,500
859,509
859,525
859,533
859,559
859,577
859,579
859,614
859,627
859,665
859,670
859,672
859,693
859,706
859,709
859,717
859,723
859,775
859,789
859,792
859,800
859,807
859,808
859,831
859,838
859,841
859,846
859,847
859,854
859,862
859,866
859,922
859,947
859,951
859,952
859,962
859,969
859,976
859,1002
859,1020
859,1025
859,1028
859,1047
859,1048
859,1056
859,1059
859,1068
859,1072
859,1077
859,1083
859,1125
859,1146
859,1156
859,1158
859,1178
859,1182
859,1185
859,1186
859,1190
859,1202
859,1215
859,1225
859,1245
859,1247
859,1248
859,1260
859,1263
859,1288
859,1295
859,1299
859,1304
859,1318
859,1322
859,1324
859,1325
859,1330
859,1374
859,1385
859,1420
859,1439
859,1443
859,1459
859,1461
859,1462
859,1482
859,1490
859,1491
859,1501
859,1520
859,1525
859,1551
859,1552
860,113
860,127
860,565
860,649
860,737
860,762
860,1123
860,1173
860,1257
861,145
861,461
861,710
861,1070
861,1262
862,145
862,163
862,243
862,285
862,337
862,366
862,461
862,522
862,684
862,1262
862,1461
863,127
863,643
863,975
863,1516
863,1517
865,285
865,414
865,522
865,666
865,779
865,934
866,640
866,920
867,992
868,505
868,936
868,986
868,1553
869,154
869,269
869,617
869,618
869,1098
870,91
870,305
870,819
870,920
871,25
871,32
871,37
871,93
871,112
871,123
871,126
871,128
871,142
871,153
871,159
871,175
871,176
871,177
871,194
871,196
871,212
871,219
871,221
871,225
871,295
871,301
871,303
871,312
871,313
871,316
871,319
871,320
871,342
871,363
871,376
871,377
871,388
871,396
871,405
871,407
871,415
871,418
871,469
871,484
871,490
871,500
871,509
871,512
871,531
871,577
871,614
871,627
871,637
871,670
871,672
871,694
871,767
871,792
871,800
871,826
871,831
871,838
871,846
871,847
871,859
871,862
871,866
871,868
871,887
871,889
871,895
871,897
871,920
871,921
871,932
871,935
871,942
871,947
871,951
871,957
871,976
871,982
871,1002
871,1008
871,1068
871,1072
871,1076
871,1077
871,1083
871,1097
871,1121
871,1125
871,1140
871,1158
871,1174
871,1178
871,1185
871,1186
871,1190
871,1215
871,1217
871,1225
871,1233
871,1239
871,1245
871,1247
871,1248
871,1260
871,1274
871,1322
871,1323
871,1324
871,1325
871,1327
871,1385
871,1411
871,1414
871,1415
871,1439
871,1443
871,1449
871,1467
871,1486
871,1488
871,1490
871,1491
871,1501
871,1513
871,1520
871,1525
871,1551
872,936
872,1213
872,1553
873,311
873,354
874,534
875,1553
876,336
876,1056
876,1066
876,1283
876,1399
876,1530
878,98
878,136
878,145
878,243
878,336
878,339
878,366
878,439
878,461
878,520
878,561
878,577
878,715
878,762
878,819
878,939
878,1160
878,1291
878,1421
879,212
879,259
879,320
879,376
879,379
879,531
879,577
879,665
879,726
879,800
879,847
879,916
879,957
879,976
879,1002
879,1263
879,1322
880,57
880,127
880,145
880,160
880,414
880,461
880,684
880,815
880,1262
881,285
881,414
881,522
881,934
882,239
882,243
882,285
882,854
883,155
883,215
883,445
883,503
883,585
883,709
883,789
883,948
884,269
884,617
884,618
884,1098
885,631
885,632
886,445
886,709
886,789
886,807
886,1056
887,154
887,269
887,445
887,503
887,506
887,617
887,618
887,789
887,1059
887,1070
887,1098
888,56
888,348
888,736
888,1402
889,808
889,886
890,524
890,788
890,903
890,1051
890,1070
890,1091
890,1378
890,1474
891,243
891,285
891,522
891,799
892,131
892,161
892,244
892,309
892,439
892,454
892,665
892,762
892,819
892,830
892,843
892,876
892,971
892,988
892,1051
892,1159
892,1192
892,1459
892,1469
892,1554
893,184
893,185
893,249
893,442
893,445
893,449
893,506
893,665
893,709
893,729
893,761
893,789
893,804
893,807
893,878
893,920
893,1020
893,1051
893,1059
893,1070
893,1209
893,1213
893,1288
893,1407
893,1459
894,0
894,6
894,36
894,38
894,154
894,155
894,162
894,178
894,184
894,185
894,243
894,249
894,253
894,265
894,269
894,406
894,430
894,440
894,442
894,445
894,449
894,503
894,505
894,506
894,519
894,534
894,585
894,588
894,607
894,617
894,618
894,665
894,671
894,681
894,709
894,717
894,729
894,761
894,789
894,823
894,827
894,839
894,840
894,859
894,871
894,874
894,948
894,958
894,965
894,1001
894,1020
894,1025
894,1048
894,1056
894,1059
894,1098
894,1209
894,1213
894,1214
894,1254
894,1343
894,1436
894,1459
895,504
895,665
895,761
895,1209
896,98
896,461
896,561
896,863
896,1262
896,1326
897,269
897,498
897,617
897,635
897,1056
897,1098
897,1459
898,178
898,394
898,406
898,511
898,665
898,717
898,769
898,772
898,807
898,808
898,1018
898,1020
898,1056
898,1059
898,1288
898,1429
898,1459
898,1461
898,1549
899,92
899,155
899,185
899,215
899,498
899,503
899,505
899,534
899,585
899,635
899,665
899,807
899,878
899,920
899,948
899,1051
899,1059
899,1070
899,1091
899,1242
899,1459
899,1474
901,63
901,336
901,577
901,665
901,717
901,920
901,1008
901,1018
901,1020
901,1056
901,1059
901,1339
901,1459
901,1461
901,1535
902,412
902,808
903,807
903,1056
903,1059
903,1257
903,1343
903,1372
904,269
904,461
904,743
904,1098
905,303
905,464
905,646
905,666
905,1056
905,1267
905,1351
907,109
907,237
907,256
907,285
907,308
907,522
907,565
907,649
907,709
907,717
907,786
907,854
907,1020
907,1173
907,1257
907,1259
907,1453
907,1485
907,1540
907,1553
910,1259
911,178
911,506
911,1420
913,132
913,285
913,717
913,807
913,859
913,1020
913,1056
913,1288
914,77
914,145
914,259
914,366
914,439
914,461
914,498
914,635
914,665
914,684
914,762
914,944
914,1051
914,1070
914,1262
915,10
915,13
915,423
915,511
915,532
915,1101
916,178
916,503
916,505
916,534
916,1056
917,91
917,413
917,664
917,743
917,807
917,1149
917,1288
918,130
918,178
918,199
918,406
918,445
918,474
918,665
918,717
918,751
918,804
918,807
918,886
918,1020
918,1056
918,1070
918,1154
918,1288
918,1459
918,1461
919,162
919,311
919,354
919,665
920,154
920,178
920,269
920,445
920,504
920,506
920,617
920,618
920,665
920,709
920,789
920,936
920,1098
920,1213
920,1459
920,1553
921,163
921,234
921,243
921,246
921,255
921,257
921,285
921,290
921,294
921,310
921,337
921,348
921,414
921,461
921,522
921,546
921,665
921,684
921,695
921,717
921,762
921,795
921,808
921,854
921,885
921,920
921,934
921,1018
921,1020
921,1035
921,1059
921,1066
921,1234
921,1262
921,1333
921,1461
922,6
922,253
922,265
922,440
922,479
922,607
922,665
922,671
922,808
922,823
922,827
922,840
922,871
922,874
922,958
922,965
922,1018
922,1020
922,1056
922,1214
922,1254
922,1436
922,1459
923,43
923,199
923,725
923,727
923,885
923,886
923,966
923,1154
923,1197
923,1512
924,124
924,717
924,1020
924,1056
924,1066
924,1461
925,36
925,38
925,155
925,162
925,184
925,185
925,442
925,445
925,449
925,503
925,505
925,506
925,519
925,534
925,585
925,709
925,761
925,789
925,839
925,948
925,1001
925,1209
925,1459
927,36
927,38
927,155
927,184
927,185
927,269
927,442
927,445
927,449
927,506
927,519
927,534
927,585
927,617
927,618
927,631
927,789
927,839
927,936
927,948
927,1001
927,1048
927,1288
927,1407
927,1553
928,155
928,178
928,249
928,427
928,503
928,505
928,534
928,585
928,665
928,709
928,789
928,936
928,1020
928,1209
928,1213
928,1365
928,1391
928,1459
929,91
929,664
929,743
930,54
930,234
930,635
930,926
930,1051
930,1070
930,1333
930,1452
930,1528
930,1534
930,1543
930,1547
931,36
931,38
931,155
931,184
931,185
931,442
931,445
931,449
931,503
931,505
931,519
931,534
931,585
931,709
931,761
931,789
931,839
931,948
931,1001
931,1048
931,1056
931,1209
932,0
932,155
932,184
932,185
932,445
932,519
932,588
932,709
932,789
932,839
932,948
932,1001
932,1056
932,1459
933,145
933,461
933,684
933,1262
934,243
935,216
935,239
935,255
935,257
935,348
935,658
935,802
935,854
935,1389
935,1530
936,285
936,339
936,1160
936,1291
937,91
937,413
937,665
937,717
938,124
938,218
938,807
938,1066
938,1288
939,686
939,703
939,739
939,920
939,1056
939,1059
939,1066
939,1459
939,1530
940,185
940,503
940,505
940,534
940,709
940,761
940,936
940,1209
940,1407
940,1459
940,1553
941,159
941,178
941,212
941,269
941,319
941,439
941,527
941,531
941,577
941,617
941,618
941,623
941,665
941,762
941,789
941,1008
941,1051
941,1066
941,1070
941,1091
941,1119
941,1474
941,1553
942,61
942,349
942,513
942,688
942,720
942,1431
942,1434
942,1442
943,244
943,448
943,1020
943,1056
943,1059
943,1549
944,729
944,761
944,1209
945,124
945,439
945,886
945,1259
945,1342
949,178
949,439
949,498
949,527
950,178
950,311
950,354
950,456
950,665
950,740
950,992
950,1056
950,1459
950,1534
950,1549
952,142
952,445
952,553
952,709
952,717
952,1056
952,1066
952,1461
953,6
953,253
953,265
953,440
953,607
953,671
953,823
953,827
953,840
953,871
953,874
953,958
953,965
953,1214
953,1254
953,1436
954,325
954,522
954,703
954,1392
955,0
955,36
955,38
955,154
955,155
955,162
955,178
955,184
955,185
955,216
955,269
955,406
955,430
955,442
955,445
955,449
955,503
955,504
955,505
955,506
955,519
955,534
955,585
955,588
955,611
955,617
955,618
955,665
955,709
955,717
955,761
955,789
955,839
955,859
955,920
955,948
955,1001
955,1008
955,1020
955,1025
955,1048
955,1056
955,1059
955,1066
955,1098
955,1209
955,1213
955,1343
955,1390
955,1407
955,1459
955,1461
955,1530
955,1553
956,145
956,178
956,210
956,259
956,665
956,1056
956,1288
957,1034
957,1101
958,192
958,229
958,311
958,354
958,498
958,539
958,553
958,635
958,798
958,1051
958,1070
958,1091
958,1447
959,185
959,729
959,761
959,1209
959,1213
959,1407
960,131
960,309
960,351
960,665
960,830
960,843
960,876
960,971
960,988
960,1056
960,1159
960,1459
960,1469
961,243
961,249
961,707
961,762
963,91
963,398
963,412
963,413
963,492
963,1056
963,1213
963,1402
963,1549
964,6
964,253
964,265
964,440
964,607
964,671
964,823
964,827
964,840
964,871
964,874
964,958
964,965
964,1214
964,1246
964,1254
964,1340
964,1380
964,1436
965,16
965,306
965,483
965,633
965,636
965,724
965,845
965,960
965,984
965,1089
965,1403
965,1472
965,1487
965,1505
966,36
966,155
966,498
966,503
966,505
966,534
966,585
966,729
966,761
966,839
966,936
966,948
966,986
966,1051
966,1059
966,1070
966,1091
966,1209
966,1392
966,1463
966,1553
967,761
967,1209
968,977
968,978
968,1066
968,1074
968,1530
969,98
969,243
969,461
969,561
969,684
969,1179
969,1262
970,1169
971,178
972,461
972,1155
973,1549
974,302
974,398
974,580
974,717
974,1020
974,1288
975,98
975,445
975,461
975,561
975,709
975,789
976,808
977,91
977,366
977,412
977,492
977,664
977,785
977,1213
978,154
978,269
978,617
978,618
978,709
978,936
978,1001
978,1020
978,1098
978,1407
978,1553
979,339
979,934
979,939
980,6
980,239
980,243
980,253
980,265
980,440
980,471
980,607
980,671
980,823
980,827
980,840
980,871
980,874
980,958
980,965
980,1066
980,1214
980,1254
980,1436
981,365
981,412
981,568
981,709
981,860
981,870
981,920
981,1008
981,1101
981,1172
981,1262
981,1549
982,577
984,281
984,502
986,95
986,154
986,155
986,162
986,184
986,185
986,199
986,269
986,311
986,430
986,445
986,503
986,506
986,519
986,534
986,585
986,617
986,618
986,681
986,709
986,789
986,808
986,839
986,886
986,948
986,1001
986,1070
986,1098
986,1154
986,1213
986,1343
986,1407
986,1459
986,1553
987,218
987,348
987,807
987,1056
987,1288
988,39
988,249
988,372
988,577
988,718
988,782
988,920
989,124
989,130
989,154
989,178
989,212
989,269
989,319
989,618
989,808
989,1098
989,1407
989,1459
989,1481
989,1553
990,154
990,178
990,199
990,269
990,285
990,430
990,445
990,498
990,506
990,617
990,618
990,709
990,789
990,808
990,886
990,936
990,1018
990,1051
990,1070
990,1098
990,1154
990,1213
990,1459
990,1553
991,348
991,665
991,717
991,762
991,1056
991,1059
992,230
992,647
992,722
992,954
992,1489
994,185
994,406
994,445
994,449
994,680
994,709
994,789
994,1066
994,1213
996,210
996,259
996,329
996,337
996,348
996,366
996,439
996,546
996,716
996,724
996,762
996,788
996,808
996,845
996,981
996,1056
996,1089
996,1261
996,1288
996,1389
996,1421
997,355
997,1401
998,633
998,724
998,845
998,1089
998,1472
998,1487
999,666
999,1039
999,1308
999,1311
999,1315
999,1351
1000,506
1002,461
1002,1278
1003,920
1004,606
1004,814
1005,131
1005,210
1005,259
1005,309
1005,577
1005,830
1005,843
1005,876
1005,971
1005,988
1005,990
1005,1159
1005,1469
1006,154
1006,269
1006,617
1006,618
1006,1066
1006,1098
1006,1530
1007,43
1007,199
1007,725
1007,727
1007,885
1007,886
1007,966
1007,1154
1007,1197
1007,1310
1007,1512
1008,399
1008,743
1008,777
1008,1339
1009,506
1010,178
1010,365
1010,421
1010,740
1010,920
1010,981
1010,1008
1010,1059
1010,1117
1010,1213
1010,1266
1010,1452
1011,18
1011,621
1011,856
1011,914
1011,944
1011,956
1011,1118
1011,1148
1011,1421
1011,1511
1011,1518
1011,1519
1013,264
1013,285
1013,311
1013,522
1013,904
1013,1000
1013,1059
1013,1101
1013,1179
1013,1346
1013,1452
1015,246
1016,91
1017,155
1017,354
1017,744
1017,1213
1017,1407
1017,1459
1017,1553
1018,143
1018,291
1018,577
1018,748
1018,936
1018,981
1018,1059
1018,1452
1018,1553
1019,210
1019,259
1019,348
1019,546
1019,561
1019,716
1019,717
1019,808
1019,920
1019,1261
1019,1389
1019,1421
1020,210
1020,243
1020,259
1020,337
1020,345
1020,366
1020,577
1020,762
1020,819
1020,1261
1020,1301
1020,1421
1021,30
1021,445
1022,91
1022,1012
1024,30
1024,240
1024,647
1025,72
1025,331
1025,714
1025,788
1026,91
1027,665
1027,717
1027,807
1027,808
1027,920
1027,936
1027,1020
1027,1056
1027,1059
1027,1066
1027,1213
1027,1288
1027,1407
1027,1459
1027,1553
1028,130
1028,199
1028,200
1028,334
1028,496
1028,504
1028,520
1028,663
1028,717
1028,751
1028,804
1028,807
1028,886
1028,1149
1028,1154
1028,1288
1028,1343
1028,1444
1029,210
1029,243
1029,259
1029,433
1029,717
1030,290
1030,348
1030,507
1030,546
1030,695
1030,780
1030,854
1033,77
1033,145
1033,210
1033,259
1033,366
1033,439
1033,461
1033,577
1033,665
1033,684
1033,717
1033,807
1033,819
1033,1056
1033,1261
1033,1262
1033,1421
1033,1459
1033,1461
1034,1056
1035,98
1035,311
1035,561
1035,1473
1036,26
1036,395
1036,872
1036,1039
1036,1311
1036,1315
1036,1494
1037,1
1037,15
1037,19
1037,21
1037,32
1037,33
1037,34
1037,42
1037,46
1037,62
1037,94
1037,105
1037,110
1037,111
1037,112
1037,116
1037,123
1037,134
1037,142
1037,148
1037,153
1037,159
1037,170
1037,175
1037,177
1037,178
1037,187
1037,194
1037,196
1037,209
1037,212
1037,213
1037,221
1037,222
1037,225
1037,238
1037,252
1037,276
1037,282
1037,291
1037,295
1037,296
1037,301
1037,312
1037,313
1037,316
1037,319
1037,322
1037,327
1037,337
1037,342
1037,356
1037,362
1037,373
1037,376
1037,377
1037,380
1037,388
1037,389
1037,396
1037,405
1037,432
1037,435
1037,439
1037,469
1037,476
1037,478
1037,490
1037,491
1037,500
1037,512
1037,525
1037,533
1037,543
1037,559
1037,577
1037,589
1037,596
1037,605
1037,610
1037,614
1037,634
1037,641
1037,653
1037,654
1037,669
1037,670
1037,672
1037,675
1037,693
1037,702
1037,704
1037,705
1037,706
1037,723
1037,757
1037,766
1037,774
1037,775
1037,781
1037,794
1037,800
1037,811
1037,826
1037,831
1037,835
1037,841
1037,847
1037,849
1037,857
1037,862
1037,868
1037,881
1037,889
1037,892
1037,895
1037,897
1037,898
1037,910
1037,915
1037,921
1037,922
1037,923
1037,932
1037,942
1037,943
1037,947
1037,950
1037,951
1037,952
1037,962
1037,970
1037,976
1037,979
1037,982
1037,987
1037,1002
1037,1004
1037,1005
1037,1006
1037,1007
1037,1023
1037,1024
1037,1026
1037,1040
1037,1041
1037,1047
1037,1052
1037,1058
1037,1072
1037,1076
1037,1081
1037,1082
1037,1083
1037,1088
1037,1090
1037,1093
1037,1103
1037,1104
1037,1106
1037,1115
1037,1126
1037,1134
1037,1138
1037,1140
1037,1146
1037,1156
1037,1158
1037,1165
1037,1175
1037,1178
1037,1180
1037,1182
1037,1186
1037,1190
1037,1193
1037,1205
1037,1206
1037,1217
1037,1220
1037,1225
1037,1233
1037,1238
1037,1244
1037,1248
1037,1263
1037,1264
1037,1265
1037,1288
1037,1290
1037,1294
1037,1295
1037,1299
1037,1302
1037,1304
1037,1316
1037,1318
1037,1319
1037,1323
1037,1324
1037,1325
1037,1341
1037,1349
1037,1361
1037,1363
1037,1374
1037,1395
1037,1405
1037,1411
1037,1417
1037,1426
1037,1433
1037,1439
1037,1443
1037,1446
1037,1449
1037,1454
1037,1457
1037,1462
1037,1467
1037,1482
1037,1484
1037,1490
1037,1491
1037,1493
1037,1497
1037,1498
1037,1501
1037,1513
1037,1520
1037,1525
1037,1531
1037,1544
1037,1545
1037,1546
1037,1552
1038,155
1038,215
1038,534
1038,585
1038,948
1039,143
1039,155
1039,162
1039,178
1039,244
1039,351
1039,364
1039,366
1039,446
1039,503
1039,617
1039,656
1039,665
1039,736
1039,772
1039,807
1039,808
1039,819
1039,920
1039,936
1039,948
1039,1008
1039,1056
1039,1136
1039,1213
1039,1283
1039,1288
1039,1343
1039,1394
1039,1399
1039,1402
1039,1530
1039,1549
1039,1553
1040,0
1040,36
1040,38
1040,155
1040,162
1040,178
1040,184
1040,185
1040,430
1040,442
1040,445
1040,449
1040,505
1040,506
1040,519
1040,534
1040,585
1040,709
1040,761
1040,789
1040,807
1040,839
1040,948
1040,1001
1040,1025
1040,1048
1040,1056
1040,1209
1040,1213
1040,1459
1040,1518
1041,91
1041,366
1041,492
1041,1262
1041,1402
1041,1549
1042,161
1042,285
1042,433
1042,502
1042,689
1042,1389
1043,575
1044,6
1044,265
1044,440
1044,607
1044,671
1044,823
1044,827
1044,871
1044,958
1044,965
1044,1214
1044,1254
1044,1436
1045,91
1045,664
1045,1056
1046,337
1046,439
1046,530
1046,577
1046,665
1046,993
1046,1051
1046,1056
1046,1119
1046,1200
1046,1394
1046,1474
1047,188
1047,236
1047,274
1047,361
1047,378
1047,501
1047,652
1047,691
1047,1157
1047,1161
1048,8
1048,20
1048,133
1048,188
1048,236
1048,274
1048,361
1048,378
1048,394
1048,406
1048,421
1048,450
1048,481
1048,482
1048,498
1048,501
1048,635
1048,652
1048,687
1048,691
1048,717
1048,798
1048,808
1048,920
1048,1017
1048,1020
1048,1022
1048,1051
1048,1056
1048,1059
1048,1066
1048,1070
1048,1079
1048,1091
1048,1157
1048,1161
1048,1191
1048,1452
1048,1459
1048,1461
1048,1530
1048,1549
1049,504
1049,606
1049,1262
1049,1471
1050,155
1050,232
1050,421
1050,498
1050,503
1050,505
1050,519
1050,534
1050,585
1050,729
1050,761
1050,936
1050,948
1050,986
1050,1091
1050,1209
1050,1213
1050,1432
1050,1459
1050,1530
1050,1553
1051,761
1053,35
1053,79
1053,285
1053,360
1053,370
1053,717
1053,828
1053,920
1053,1020
1053,1056
1053,1059
1053,1113
1053,1122
1053,1422
1053,1459
1053,1461
1053,1465
1053,1480
1053,1502
1054,30
1054,43
1054,178
1054,199
1054,240
1054,311
1054,354
1054,390
1054,498
1054,617
1054,635
1054,725
1054,727
1054,885
1054,886
1054,966
1054,1051
1054,1070
1054,1091
1054,1154
1054,1197
1054,1512
1055,132
1055,154
1055,269
1055,617
1055,618
1055,1056
1055,1098
1055,1459
1056,77
1056,145
1056,243
1056,290
1056,329
1056,336
1056,337
1056,366
1056,369
1056,439
1056,454
1056,461
1056,498
1056,545
1056,565
1056,649
1056,684
1056,689
1056,762
1056,1051
1056,1070
1056,1234
1056,1257
1056,1262
1056,1321
1057,30
1057,240
1057,368
1057,390
1057,804
1057,1343
1058,439
1059,128
1059,301
1059,313
1059,376
1059,396
1059,577
1059,610
1059,672
1059,819
1059,1028
1059,1068
1059,1158
1059,1225
1059,1324
1059,1325
1059,1330
1059,1420
1059,1439
1059,1501
1059,1520
1060,2
1060,6
1060,253
1060,265
1060,440
1060,471
1060,607
1060,671
1060,823
1060,827
1060,840
1060,871
1060,874
1060,958
1060,965
1060,1214
1060,1254
1060,1436
1061,230
1061,285
1061,329
1061,337
1061,507
1061,750
1061,779
1061,780
1061,954
1061,1237
1061,1262
1061,1343
1061,1372
1061,1428
1061,1430
1062,729
1062,761
1062,1209
1062,1530
1063,354
1063,445
1063,504
1063,683
1063,729
1063,789
1063,934
1063,936
1063,1001
1063,1553
1064,154
1064,178
1064,269
1064,617
1064,618
1064,1098
1065,155
1065,421
1065,808
1065,948
1065,1066
1065,1452
1065,1530
1066,399
1067,197
1067,249
1067,439
1067,854
1067,1236
1067,1503
1068,91
1069,313
1069,319
1069,386
1069,984
1070,647
1070,722
1070,1475
1071,421
1071,717
1071,936
1071,1059
1071,1213
1071,1452
1071,1459
1071,1553
1072,50
1072,249
1072,285
1072,522
1072,807
1072,828
1072,888
1072,920
1072,1066
1072,1158
1072,1308
1073,761
1073,1059
1073,1209
1073,1459
1074,495
1074,1091
1075,511
1075,769
1075,772
1075,789
1075,808
1075,1056
1075,1070
1075,1098
1075,1213
1075,1459
1075,1553
1076,337
1076,561
1076,890
1076,1262
1076,1310
1077,145
1077,178
1077,243
1077,364
1077,366
1077,489
1077,665
1077,762
1077,807
1077,808
1077,819
1077,1056
1077,1059
1077,1288
1077,1343
1077,1474
1078,64
1079,364
1079,665
1079,717
1079,807
1079,1020
1079,1056
1079,1288
1080,60
1080,406
1080,473
1080,519
1080,764
1080,808
1080,1051
1080,1070
1080,1429
1080,1530
1081,112
1081,210
1081,242
1081,259
1081,407
1081,461
1081,577
1081,838
1081,935
1081,1215
1081,1262
1081,1414
1082,2
1082,216
1082,244
1082,259
1082,290
1082,293
1082,294
1082,333
1082,348
1082,421
1082,504
1082,546
1082,578
1082,695
1082,709
1082,717
1082,807
1082,808
1082,819
1082,854
1082,920
1082,934
1082,954
1082,1020
1082,1033
1082,1056
1082,1137
1082,1195
1082,1202
1082,1257
1082,1288
1082,1389
1082,1452
1082,1461
1082,1549
1083,243
1084,196
1084,1449
1085,91
1085,664
1085,1012
1086,287
1086,348
1086,790
1087,782
1087,936
1087,1213
1087,1553
1088,21
1088,42
1088,62
1088,153
1088,212
1088,301
1088,313
1088,320
1088,322
1088,376
1088,469
1088,476
1088,478
1088,490
1088,491
1088,531
1088,577
1088,653
1088,670
1088,757
1088,775
1088,794
1088,800
1088,835
1088,849
1088,895
1088,942
1088,957
1088,976
1088,1002
1088,1072
1088,1156
1088,1244
1088,1322
1088,1349
1088,1385
1088,1439
1088,1488
1088,1491
1089,761
1089,1209
1090,243
1090,285
1090,310
1090,337
1090,348
1090,366
1090,414
1090,461
1090,520
1090,522
1090,546
1090,684
1090,717
1090,753
1090,762
1090,799
1090,854
1090,934
1090,1035
1090,1148
1090,1262
1090,1389
1090,1421
1090,1503
1091,311
1091,354
1092,218
1092,819
1092,1288
1093,6
1093,265
1093,440
1093,461
1093,498
1093,527
1093,671
1093,920
1093,965
1093,1014
1093,1214
1093,1288
1093,1530
